task_name,raw_excel_path,target_chembl_id,target_organism,target_pref_name,assay_type,standard_type,molecules_num,processed_data_dir
B_CHEMBL2023_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target54.csv,CHEMBL2023,Homo sapiens,Catechol O-methyltransferase,B,IC50,164,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target54
B_CHEMBL3130_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target5.csv,CHEMBL3130,Homo sapiens,PI3-kinase p110-delta subunit,B,IC50,3685,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target5
B_CHEMBL2916_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target2.csv,CHEMBL2916,Homo sapiens,Telomerase reverse transcriptase,B,IC50,785,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target2
B_CHEMBL3268_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target46.csv,CHEMBL3268,Homo sapiens,PI4-kinase beta subunit,B,IC50,339,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target46
B_CHEMBL4338_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target47.csv,CHEMBL4338,Homo sapiens,Purine nucleoside phosphorylase,B,IC50,113,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target47
B_CHEMBL2439944_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target36.csv,CHEMBL2439944,Homo sapiens,2-acylglycerol O-acyltransferase 2,B,IC50,217,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target36
B_CHEMBL2593_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target19.csv,CHEMBL2593,Homo sapiens,Peptide N-myristoyltransferase 1,B,IC50,318,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target19
B_CHEMBL3616354_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target6.csv,CHEMBL3616354,Homo sapiens,"Branched-chain-amino-acid aminotransferase, mitochondrial",B,IC50,130,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target6
B_CHEMBL1952_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target24.csv,CHEMBL1952,Homo sapiens,Thymidylate synthase,B,IC50,496,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target24
B_CHEMBL2094108_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target40.csv,CHEMBL2094108,Homo sapiens,Protein farnesyltransferase,B,IC50,2183,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target40
B_CHEMBL4158_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target29.csv,CHEMBL4158,Homo sapiens,Fatty acid synthase,B,IC50,1027,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target29
B_CHEMBL2111367_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target21.csv,CHEMBL2111367,Homo sapiens,PI3-kinase p110-alpha/p85-alpha,B,IC50,857,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target21
B_CHEMBL3145_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target4.csv,CHEMBL3145,Homo sapiens,PI3-kinase p110-beta subunit,B,IC50,2431,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target4
B_CHEMBL2111432_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target23.csv,CHEMBL2111432,Homo sapiens,PI3-kinase p110-delta/p85-alpha,B,IC50,818,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target23
B_CHEMBL1275212_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target12.csv,CHEMBL1275212,Homo sapiens,Ketohexokinase,B,IC50,280,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target12
B_CHEMBL3038515_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target37.csv,CHEMBL3038515,Homo sapiens,Tankyrase 1/2,B,IC50,207,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target37
B_CHEMBL4465_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target33.csv,CHEMBL4465,Homo sapiens,Acyl coenzyme A:cholesterol acyltransferase 2,B,IC50,172,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target33
B_CHEMBL4005_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target48.csv,CHEMBL4005,Homo sapiens,PI3-kinase p110-alpha subunit,B,IC50,5403,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target48
B_CHEMBL3105_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target15.csv,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,B,IC50,2658,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target15
B_CHEMBL2321630_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/IC50/IC50_target20.csv,CHEMBL2321630,Homo sapiens,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",B,IC50,673,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/IC50/IC50_target20
B_CHEMBL4005_Kd,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/Kd/Kd_target4.csv,CHEMBL4005,Homo sapiens,PI3-kinase p110-alpha subunit,B,Kd,128,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/Kd/Kd_target4
B_CHEMBL3105_Kd,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/Kd/Kd_target1.csv,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,B,Kd,121,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/Kd/Kd_target1
B_CHEMBL4617_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/Ki/Ki_target11.csv,CHEMBL4617,Homo sapiens,Phenylethanolamine N-methyltransferase,B,Ki,268,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/Ki/Ki_target11
B_CHEMBL3145_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/Ki/Ki_target1.csv,CHEMBL3145,Homo sapiens,PI3-kinase p110-beta subunit,B,Ki,115,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/Ki/Ki_target1
B_CHEMBL4005_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/Ki/Ki_target8.csv,CHEMBL4005,Homo sapiens,PI3-kinase p110-alpha subunit,B,Ki,1140,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/Ki/Ki_target8
B_CHEMBL4338_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/Ki/Ki_target7.csv,CHEMBL4338,Homo sapiens,Purine nucleoside phosphorylase,B,Ki,279,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/Ki/Ki_target7
B_CHEMBL1952_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/Ki/Ki_target6.csv,CHEMBL1952,Homo sapiens,Thymidylate synthase,B,Ki,302,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/Ki/Ki_target6
B_CHEMBL3130_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/Ki/Ki_target2.csv,CHEMBL3130,Homo sapiens,PI3-kinase p110-delta subunit,B,Ki,187,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/Ki/Ki_target2
B_CHEMBL3105_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/Ki/Ki_target3.csv,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,B,Ki,1179,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/Ki/Ki_target3
B_CHEMBL2360_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/Ki/Ki_target4.csv,CHEMBL2360,Homo sapiens,Hypoxanthine-guanine phosphoribosyltransferase,B,Ki,177,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/Ki/Ki_target4
B_CHEMBL2111367_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/Ki/Ki_target5.csv,CHEMBL2111367,Homo sapiens,PI3-kinase p110-alpha/p85-alpha,B,Ki,616,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/Ki/Ki_target5
B_CHEMBL2916_EC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/EC50/EC50_target1.csv,CHEMBL2916,Homo sapiens,Telomerase reverse transcriptase,B,EC50,106,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/EC50/EC50_target1
B_CHEMBL3105_EC50,./data/ChEMBL_data/in_vitro/B/Targets_Transferase/EC50/EC50_target2.csv,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,B,EC50,386,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Transferase/EC50/EC50_target2
B_CHEMBL1907603_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/IC50/IC50_target1.csv,CHEMBL1907603,Homo sapiens,Glutamate NMDA receptor; GRIN1/GRIN2B,B,IC50,146,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/IC50/IC50_target1
B_CHEMBL1907604_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/IC50/IC50_target11.csv,CHEMBL1907604,Homo sapiens,Glutamate NMDA receptor; GRIN1/GRIN2A,B,IC50,133,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/IC50/IC50_target11
B_CHEMBL2492_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/IC50/IC50_target7.csv,CHEMBL2492,Homo sapiens,Neuronal acetylcholine receptor protein alpha-7 subunit,B,IC50,135,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/IC50/IC50_target7
B_CHEMBL1907594_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/IC50/IC50_target9.csv,CHEMBL1907594,Homo sapiens,Neuronal acetylcholine receptor; alpha3/beta4,B,IC50,118,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/IC50/IC50_target9
B_CHEMBL5845_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/IC50/IC50_target3.csv,CHEMBL5845,Homo sapiens,Glycine receptor subunit alpha-1,B,IC50,180,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/IC50/IC50_target3
B_CHEMBL2094124_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/IC50/IC50_target10.csv,CHEMBL2094124,Homo sapiens,Glutamate [NMDA] receptor,B,IC50,375,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/IC50/IC50_target10
B_CHEMBL4805_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/IC50/IC50_target5.csv,CHEMBL4805,Homo sapiens,P2X purinoceptor 7,B,IC50,2847,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/IC50/IC50_target5
B_CHEMBL2363052_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/IC50/IC50_target2.csv,CHEMBL2363052,Homo sapiens,Glycine receptor (alpha-1/beta),B,IC50,106,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/IC50/IC50_target2
B_CHEMBL2998_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/IC50/IC50_target6.csv,CHEMBL2998,Homo sapiens,P2X purinoceptor 3,B,IC50,1628,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/IC50/IC50_target6
B_CHEMBL1907589_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/IC50/IC50_target8.csv,CHEMBL1907589,Homo sapiens,Neuronal acetylcholine receptor; alpha4/beta2,B,IC50,245,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/IC50/IC50_target8
B_CHEMBL2104_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/IC50/IC50_target4.csv,CHEMBL2104,Homo sapiens,P2X purinoceptor 4,B,IC50,118,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/IC50/IC50_target4
B_CHEMBL2093872_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/IC50/IC50_target12.csv,CHEMBL2093872,Homo sapiens,GABA-A receptor; anion channel,B,IC50,261,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/IC50/IC50_target12
B_CHEMBL1907589_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/Ki/Ki_target10.csv,CHEMBL1907589,Homo sapiens,Neuronal acetylcholine receptor; alpha4/beta2,B,Ki,723,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/Ki/Ki_target10
B_CHEMBL1904_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/Ki/Ki_target15.csv,CHEMBL1904,Homo sapiens,Glutamate [NMDA] receptor subunit epsilon 2,B,Ki,182,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/Ki/Ki_target15
B_CHEMBL1907594_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/Ki/Ki_target11.csv,CHEMBL1907594,Homo sapiens,Neuronal acetylcholine receptor; alpha3/beta4,B,Ki,444,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/Ki/Ki_target11
B_CHEMBL1907603_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/Ki/Ki_target1.csv,CHEMBL1907603,Homo sapiens,Glutamate NMDA receptor; GRIN1/GRIN2B,B,Ki,118,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/Ki/Ki_target1
B_CHEMBL2492_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/Ki/Ki_target8.csv,CHEMBL2492,Homo sapiens,Neuronal acetylcholine receptor protein alpha-7 subunit,B,Ki,589,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/Ki/Ki_target8
B_CHEMBL2094121_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/Ki/Ki_target7.csv,CHEMBL2094121,Homo sapiens,GABA-A receptor; alpha-1/beta-3/gamma-2,B,Ki,712,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/Ki/Ki_target7
B_CHEMBL2094122_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/Ki/Ki_target12.csv,CHEMBL2094122,Homo sapiens,GABA-A receptor; alpha-5/beta-3/gamma-2,B,Ki,807,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/Ki/Ki_target12
B_CHEMBL2094132_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/Ki/Ki_target13.csv,CHEMBL2094132,Homo sapiens,Serotonin 3 (5-HT3) receptor,B,Ki,172,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/Ki/Ki_target13
B_CHEMBL2094120_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/Ki/Ki_target6.csv,CHEMBL2094120,Homo sapiens,GABA-A receptor; alpha-3/beta-3/gamma-2,B,Ki,750,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/Ki/Ki_target6
B_CHEMBL4805_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/Ki/Ki_target2.csv,CHEMBL4805,Homo sapiens,P2X purinoceptor 7,B,Ki,459,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/Ki/Ki_target2
B_CHEMBL5112_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/Ki/Ki_target3.csv,CHEMBL5112,Homo sapiens,GABA receptor alpha-5 subunit,B,Ki,415,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/Ki/Ki_target3
B_CHEMBL1899_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/Ki/Ki_target18.csv,CHEMBL1899,Homo sapiens,Serotonin 3a (5-HT3a) receptor,B,Ki,474,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/Ki/Ki_target18
B_CHEMBL2094130_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/Ki/Ki_target16.csv,CHEMBL2094130,Homo sapiens,GABA-A receptor; alpha-2/beta-3/gamma-2,B,Ki,638,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/Ki/Ki_target16
B_CHEMBL2492_EC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/EC50/EC50_target3.csv,CHEMBL2492,Homo sapiens,Neuronal acetylcholine receptor protein alpha-7 subunit,B,EC50,364,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/EC50/EC50_target3
B_CHEMBL4016_EC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/EC50/EC50_target1.csv,CHEMBL4016,Homo sapiens,"Glutamate receptor ionotropic, AMPA 2",B,EC50,226,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/EC50/EC50_target1
B_CHEMBL1907589_EC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/EC50/EC50_target4.csv,CHEMBL1907589,Homo sapiens,Neuronal acetylcholine receptor; alpha4/beta2,B,EC50,216,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/EC50/EC50_target4
B_CHEMBL2095172_EC50,./data/ChEMBL_data/in_vitro/B/Targets_Ligand/EC50/EC50_target2.csv,CHEMBL2095172,Homo sapiens,GABA-A receptor; alpha-1/beta-2/gamma-2,B,EC50,135,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Ligand/EC50/EC50_target2
B_CHEMBL3108638_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target18.csv,CHEMBL3108638,Homo sapiens,Transcription intermediary factor 1-alpha,B,IC50,113,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target18
B_CHEMBL3108640_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target1.csv,CHEMBL3108640,Homo sapiens,Bromodomain-containing protein 9,B,IC50,176,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target1
B_CHEMBL5896_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target16.csv,CHEMBL5896,Homo sapiens,Lysine-specific demethylase 4A,B,IC50,266,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target16
B_CHEMBL5747_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target11.csv,CHEMBL5747,Homo sapiens,CREB-binding protein,B,IC50,555,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target11
B_CHEMBL3108639_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target7.csv,CHEMBL3108639,Homo sapiens,Cat eye syndrome critical region protein 2,B,IC50,128,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target7
B_CHEMBL6175_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target9.csv,CHEMBL6175,Homo sapiens,Lysine-specific demethylase 4C,B,IC50,585,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target9
B_CHEMBL3137261_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target17.csv,CHEMBL3137261,Homo sapiens,PRMT5/MEP50 complex,B,IC50,581,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target17
B_CHEMBL1795185_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target3.csv,CHEMBL1795185,Homo sapiens,Bromodomain testis-specific protein,B,IC50,120,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target3
B_CHEMBL1795186_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target13.csv,CHEMBL1795186,Homo sapiens,Bromodomain-containing protein 3,B,IC50,494,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target13
B_CHEMBL3784_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target22.csv,CHEMBL3784,Homo sapiens,Histone acetyltransferase p300,B,IC50,316,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target22
B_CHEMBL1795177_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target10.csv,CHEMBL1795177,Homo sapiens,Histone-lysine N-methyltransferase SUV39H2,B,IC50,463,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target10
B_CHEMBL5500_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target2.csv,CHEMBL5500,Homo sapiens,Histone acetyltransferase PCAF,B,IC50,206,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target2
B_CHEMBL3132741_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target19.csv,CHEMBL3132741,Homo sapiens,Peregrin,B,IC50,200,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target19
B_CHEMBL2093861_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target6.csv,CHEMBL2093861,Homo sapiens,Menin/Histone-lysine N-methyltransferase MLL,B,IC50,143,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target6
B_CHEMBL3883300_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target21.csv,CHEMBL3883300,Homo sapiens,CREB-binding protein/Histone acetyltransferase p300,B,IC50,108,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target21
B_CHEMBL1938210_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target8.csv,CHEMBL1938210,Homo sapiens,Lysine-specific demethylase 2A,B,IC50,103,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target8
B_CHEMBL2150837_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target4.csv,CHEMBL2150837,Homo sapiens,ATPase family AAA domain-containing protein 2,B,IC50,273,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target4
B_CHEMBL2424504_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target23.csv,CHEMBL2424504,Homo sapiens,Lysine-specific demethylase 5A,B,IC50,337,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target23
B_CHEMBL2176774_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target14.csv,CHEMBL2176774,Homo sapiens,Bromodomain-containing protein 1,B,IC50,108,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target14
B_CHEMBL1163125_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target12.csv,CHEMBL1163125,Homo sapiens,Bromodomain-containing protein 4,B,IC50,4457,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target12
B_CHEMBL1293289_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/IC50/IC50_target20.csv,CHEMBL1293289,Homo sapiens,Bromodomain-containing protein 2,B,IC50,511,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/IC50/IC50_target20
B_CHEMBL1293289_Kd,./data/ChEMBL_data/in_vitro/B/Targets_Reader/Kd/Kd_target3.csv,CHEMBL1293289,Homo sapiens,Bromodomain-containing protein 2,B,Kd,122,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/Kd/Kd_target3
B_CHEMBL5747_Kd,./data/ChEMBL_data/in_vitro/B/Targets_Reader/Kd/Kd_target1.csv,CHEMBL5747,Homo sapiens,CREB-binding protein,B,Kd,105,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/Kd/Kd_target1
B_CHEMBL1163125_Kd,./data/ChEMBL_data/in_vitro/B/Targets_Reader/Kd/Kd_target2.csv,CHEMBL1163125,Homo sapiens,Bromodomain-containing protein 4,B,Kd,446,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/Kd/Kd_target2
B_CHEMBL1163125_Ki,./data/ChEMBL_data/in_vitro/B/Targets_Reader/Ki/Ki_target1.csv,CHEMBL1163125,Homo sapiens,Bromodomain-containing protein 4,B,Ki,1566,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/Ki/Ki_target1
B_CHEMBL1163125_EC50,./data/ChEMBL_data/in_vitro/B/Targets_Reader/EC50/EC50_target1.csv,CHEMBL1163125,Homo sapiens,Bromodomain-containing protein 4,B,EC50,127,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Reader/EC50/EC50_target1
B_CHEMBL3891_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Protease/IC50/IC50_target68.csv,CHEMBL3891,Homo sapiens,Calpain 1,B,IC50,466,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Protease/IC50/IC50_target68
B_CHEMBL3468_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Protease/IC50/IC50_target56.csv,CHEMBL3468,Homo sapiens,Caspase-7,B,IC50,478,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Protease/IC50/IC50_target56
B_CHEMBL2094135_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Protease/IC50/IC50_target85.csv,CHEMBL2094135,Homo sapiens,Gamma-secretase,B,IC50,3002,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Protease/IC50/IC50_target85
B_CHEMBL2079849_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Protease/IC50/IC50_target61.csv,CHEMBL2079849,Homo sapiens,Serine protease hepsin,B,IC50,113,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Protease/IC50/IC50_target61
B_CHEMBL3976_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Protease/IC50/IC50_target35.csv,CHEMBL3976,Homo sapiens,Dipeptidyl peptidase II,B,IC50,1132,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Protease/IC50/IC50_target35
B_CHEMBL3837_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Protease/IC50/IC50_target79.csv,CHEMBL3837,Homo sapiens,Cathepsin L,B,IC50,1139,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Protease/IC50/IC50_target79
B_CHEMBL3776_IC50,./data/ChEMBL_data/in_vitro/B/Targets_Protease/IC50/IC50_target43.csv,CHEMBL3776,Homo sapiens,Caspase-8,B,IC50,261,./data/ChEMBL_data/Datasets/norm_pValue/B/Targets_Protease/IC50/IC50_target43
